cycle,voltage,current,temperature,capacity,impedance,onset_cycle
0,3.35559040953881,1.3728800968877874,29.426849938215405,2.0585799017618793,0.040955525310140926,187
1,3.374820162568045,0.9621111261539057,20.850171208441314,2.0585799017618793,0.04128651733442633,187
2,3.5692733009661453,1.2967435623013577,28.63457722337352,2.0585799017618793,0.03920151901740675,187
3,3.567663540933031,0.9769144423776348,25.96929413500339,2.0585799017618793,0.037988947868913575,187
4,3.277402350761933,1.1218163246527397,29.39608406281704,2.0585799017618793,0.041428461475171256,187
5,3.296280489558106,1.2672315067349325,28.115204062584223,2.0585799017618793,0.042791025593305214,187
6,3.4257804810189656,1.345443272309543,28.027054013426003,2.0585799017618793,0.04161347749492195,187
7,3.2873164946907036,1.2206536278446343,28.558629297268745,2.0585799017618793,0.043023084050412955,187
8,3.3415424736399513,1.1699528168490045,30.307641176275897,2.0585799017618793,0.03991179256321865,187
9,3.4221270702873166,1.174004333789999,22.855635656847053,2.0585799017618793,0.036070972670714824,187
10,3.3026773182942644,1.1387974707653448,27.12511210254062,2.0585799017618793,0.036450067035017505,187
11,3.470451221201187,1.0772706262915261,29.418535049660164,2.0585799017618793,0.041360358271198425,187
12,3.4138769866945324,1.1719785833561835,28.11834459824194,2.0585799017618793,0.04303937031354004,187
13,3.5284249332862565,1.3265343040316218,26.501157553203136,2.0585799017618793,0.034839562788357814,187
14,3.3419181144983705,1.191685056673199,27.52949008714631,2.0585799017618793,0.043131223636517425,187
15,3.4087573330354406,1.4712818108189076,34.64758326785731,2.0585799017618793,0.044530501862371,187
16,3.4914137239303424,1.1986388325224473,29.331356797786476,2.0585799017618793,0.040042032272752555,187
17,3.4831258161660537,1.1294843788049338,34.87299819060836,2.0585799017618793,0.04269303379524286,187
18,3.5454099497406584,1.2783408255262572,29.83753843301394,2.0585799017618793,0.03837783062428733,187
19,3.424486021914398,1.1688047107025779,29.895051393904424,2.0585799017618793,0.040391154858960485,187
20,3.401495995159174,1.0512647258505983,27.126811390094236,2.0585799017618793,0.03544893475861879,187
21,3.421117492611597,1.4134697247291037,35.74525768363784,2.0585799017618793,0.03932997900755837,187
22,3.290153047300405,1.321366262509577,33.04981520838187,2.0585799017618793,0.04314546421028827,187
23,3.4838381538870733,1.1838048372166154,30.705921137944053,2.0585799017618793,0.045608597377286314,187
24,3.435211265014343,1.1968251421490461,28.149534002187213,2.0585799017618793,0.046316064427209626,187
25,3.4346613267130475,1.1806506258120963,24.752892441831076,2.0585799017618793,0.04159245303184664,187
26,3.4064608419479394,1.1294022680271014,30.353292879720208,2.0585799017618793,0.03958696312758017,187
27,3.2611161646169924,1.3631904222609441,32.55646296344888,2.0585799017618793,0.04086770616462118,187
28,3.432968202713521,1.1635807751451603,29.565252366032016,2.0585799017618793,0.039754739262218286,187
29,3.4660117338351917,1.2486050685311334,25.074444695966495,2.0585799017618793,0.033695062153065045,187
30,3.3817667487458083,1.2547836114379398,25.859194855294785,2.0585799017618793,0.03901674032342357,187
31,3.4973012060370423,1.4557061288189181,29.384414611483805,2.0585799017618793,0.034121802232772884,187
