cycle,voltage,current,temperature,capacity,impedance,onset_cycle
0,3.5386808263635463,1.2010966840241313,25.732017789417537,2.0831247804693747,0.03910064628948648,228
1,3.4364238423517004,1.022268573952655,34.62916231852676,2.0831247804693747,0.040066968286958396,228
2,3.395943814398788,1.186038660079932,30.58045575000822,2.0831247804693747,0.04416507869560894,228
3,3.569136785482117,1.2098822522036214,20.057011053140776,2.0831247804693747,0.04222189847418594,228
4,3.4786906458268287,1.1501263334992893,27.842644048272028,2.0831247804693747,0.043525348361230065,228
5,3.522738520727999,1.2043598967936517,23.97254424953453,2.0831247804693747,0.03671942005387089,228
6,3.272029172924701,1.1183192052248405,26.859967988742262,2.0831247804693747,0.03508098591567925,228
7,3.4661317727099874,1.123953685564185,25.884432499871757,2.0831247804693747,0.03733043197466488,228
8,3.447169744801315,1.1722098679776072,28.670775368306803,2.0831247804693747,0.04456512233709141,228
9,3.3757089625526615,1.3225178640598603,28.325953080656422,2.0831247804693747,0.040147560920568495,228
10,3.315371796727173,1.204043715128421,30.418056876271674,2.0831247804693747,0.044848897001093284,228
11,3.576024519721929,1.131660727952957,23.899662147588412,2.0831247804693747,0.041572383440211975,228
12,3.3414863810839925,1.1214382175689128,30.242277327423132,2.0831247804693747,0.04345214939904605,228
13,3.260400333281805,1.1000179291694254,29.795897426860098,2.0831247804693747,0.03996419118060343,228
14,3.293732045525349,1.3179427657754574,29.75640688016803,2.0831247804693747,0.04135168593268299,228
15,3.2655146597258455,1.160371217665807,29.776227542760125,2.0831247804693747,0.04324051860177211,228
16,3.3733580876825386,1.099987171629957,27.7106202732154,2.0831247804693747,0.03881459175257622,228
17,3.2702438957852396,1.417774559465582,33.92656813927856,2.0831247804693747,0.04031233035418705,228
18,3.465296924593026,1.1000698004181968,25.011935349893193,2.0831247804693747,0.03788917582428618,228
19,3.5452485780283354,0.8891165866388991,29.96433731370197,2.0831247804693747,0.04292186567415429,228
20,3.5544404606996203,0.9126504111196678,27.187537527795836,2.0831247804693747,0.042844416827404905,228
21,3.423154054444147,1.4075040166271293,24.970016954862956,2.0831247804693747,0.04385701722525657,228
22,3.3302251987133746,1.42212259264196,24.54468354860232,2.0831247804693747,0.04446756735166928,228
23,3.280287795071813,1.0319355527760674,26.520749517746566,2.0831247804693747,0.04166638187825836,228
24,3.4032166042356753,1.3216179553993515,28.013534608194842,2.0831247804693747,0.04210721741590748,228
25,3.264307182539172,0.9775830340397829,27.849905869730197,2.0831247804693747,0.03990715174370567,228
26,3.4202994901191968,1.0880098613077913,26.636247620930153,2.0831247804693747,0.03561421486864887,228
27,3.5377981105383434,1.1842632639633752,26.90904030662494,2.0831247804693747,0.04403088864500467,228
28,3.268902846066407,1.1970609307010684,25.66419098096251,2.0831247804693747,0.037813048872260044,228
29,3.2872111021459887,1.2447748018265532,29.572344478434676,2.0831247804693747,0.042004330065074556,228
30,3.463237135790337,1.3892812620044226,27.459404019146266,2.0831247804693747,0.03781984007088301,228
31,3.5277188483410575,1.37984082876879,30.944610256980933,2.0831247804693747,0.03793422067874614,228
32,3.5394610677076495,1.1290418093941368,30.851792389529038,2.0831247804693747,0.0396415790583878,228
33,3.5758980493095938,1.0815631804429386,27.935878481529016,2.0831247804693747,0.03908221766594606,228
