cycle,voltage,current,temperature,capacity,impedance,onset_cycle
0,3.4022601546755245,1.2001265732807957,25.685201629499232,1.865940820411312,0.03622624914860519,381
1,3.5674377380280946,1.3164516322666675,22.14254594025055,1.865940820411312,0.039202176178166716,381
2,3.288080741715981,1.2676772736040582,25.004958603073593,1.865940820411312,0.03807141321345763,381
3,3.5093585385378505,1.1939722422598704,24.24419199834927,1.865940820411312,0.03879867562537539,381
4,3.2697926254725385,1.2097736573165139,24.04840822803317,1.865940820411312,0.04099908320967338,381
5,3.488157488750198,1.2105210771247026,20.824734725230236,1.865940820411312,0.042387909580446456,381
6,3.348455456589999,1.265146220923084,24.834945438696195,1.865940820411312,0.03940547755075634,381
7,3.524940743075111,1.1613301056446912,27.170800252308226,1.865940820411312,0.04234878175365006,381
8,3.467604625297615,1.2122925103216509,22.92240552585312,1.865940820411312,0.0396695650641039,381
9,3.368444825615499,1.154426983798255,22.644782612621547,1.865940820411312,0.04070506728846687,381
10,3.3273178401250183,1.1969355395849208,23.894938469735973,1.865940820411312,0.03686260260722507,381
11,3.5112680173881934,1.0744467360583945,27.726419711525057,1.865940820411312,0.04107201368601137,381
12,3.528484932929993,1.060927563262722,28.332371664992706,1.865940820411312,0.041128326126896673,381
13,3.438325531303697,1.1650339570067405,22.75548995192582,1.865940820411312,0.03673386904795585,381
14,3.4524268122171162,1.4354165248698874,22.117806666418502,1.865940820411312,0.03893522025732004,381
15,3.285126887280268,1.1412701420053863,24.09729427689298,1.865940820411312,0.03788335486034097,381
16,3.3016290315693517,1.184384478852395,28.229180294897446,1.865940820411312,0.037468741170809464,381
17,3.286277385594988,1.066107142124511,23.800507323213115,1.865940820411312,0.04013960086466398,381
18,3.4103012274873836,1.221564726803237,21.437861089223816,1.865940820411312,0.039407135178479394,381
19,3.32867371827866,1.1033294713736572,25.400740217618203,1.865940820411312,0.043441638697862814,381
20,3.5186802596609397,1.13690024653159,24.08309116319416,1.865940820411312,0.04261105544857098,381
21,3.5025202511376827,1.1865969487161654,22.178801023179048,1.865940820411312,0.03894509209369852,381
22,3.2926943168185407,1.2291370508292907,26.31597270127304,1.865940820411312,0.03842063125434495,381
23,3.3848245624558464,1.0716869191679903,22.57763815186535,1.865940820411312,0.03800810655283706,381
24,3.282082870884931,1.0787810365731407,25.23573511075169,1.865940820411312,0.04082724425489133,381
25,3.3667630005127474,1.0551705667583948,26.29716266888205,1.865940820411312,0.03873537399584245,381
26,3.453050666758652,1.1003828614660216,28.472544962305456,1.865940820411312,0.04172704360024074,381
27,3.477603100085758,1.040733856376732,25.17478758889919,1.865940820411312,0.04121174215822931,381
28,3.436011852540725,1.418613365754457,22.114233319903306,1.865940820411312,0.03849879790422651,381
29,3.338355850500008,1.1199636409887173,22.392435174395228,1.865940820411312,0.03954290467145095,381
30,3.4746394617928558,1.1576158471266884,27.608079109668118,1.865940820411312,0.04032486909069669,381
31,3.5680512154082225,0.9572289631608394,25.537599341628656,1.865940820411312,0.043147163359073294,381
32,3.3553389169855232,1.100570618084095,23.7091939807666,1.865940820411312,0.03722288725832787,381
33,3.4692103582086244,1.3602966302304806,25.776782686660983,1.865940820411312,0.04150881458495006,381
34,3.332507949082045,1.3556749004735333,24.37632276679058,1.865940820411312,0.03835096566261026,381
35,3.370579893135641,1.2478689752212164,22.69830182965101,1.865940820411312,0.04129123366995808,381
36,3.3133889055256804,1.4104307941547929,19.443106522329323,1.865940820411312,0.039513029737471554,381
37,3.445961200817601,1.1676839163548964,27.848379896758736,1.865940820411312,0.03865513488268146,381
38,3.528358317694581,1.3181360937718745,24.812807676127473,1.865940820411312,0.038647061610251145,381
