cycle,voltage,current,temperature,capacity,impedance,onset_cycle
0,3.5790737408738442,1.1981924133375903,25.883308977668634,1.8595485311437743,0.03866821894358841,273
1,3.263720037129232,0.9991488423089976,36.26087357820789,1.8595485311437743,0.04114683283896322,273
2,3.4044627461131234,1.2303136147413538,35.69769686776218,1.8595485311437743,0.04237058895596202,273
3,3.5566945923831472,1.024574432381327,29.519270403421746,1.8595485311437743,0.041765543412776926,273
4,3.2971508668996217,1.3023571606441888,29.250136877046412,1.8595485311437743,0.04031182239132022,273
5,3.340142561727691,1.1384119410461686,28.851406446334767,1.8595485311437743,0.03965235816137959,273
6,3.3293918407970273,1.2870281532751853,32.09555168474316,1.8595485311437743,0.040147224400159144,273
7,3.4215420176462996,1.16923622515885,31.08395217537416,1.8595485311437743,0.042419523434519484,273
8,3.590741149881742,1.1341272982774881,25.65808481610223,1.8595485311437743,0.03799973764385414,273
9,3.327427745844959,1.2415576342203007,28.92154918210975,1.8595485311437743,0.0412799715723471,273
10,3.524420912707886,1.4607556087185163,36.898929248001295,1.8595485311437743,0.043067493818893486,273
11,3.278063008873039,1.2990815583589936,26.54288492003639,1.8595485311437743,0.03906437105933243,273
12,3.3994118546229277,1.078794639705525,35.15676570190028,1.8595485311437743,0.03911258443256741,273
13,3.376863391108467,1.5266689372367763,24.80638295799501,1.8595485311437743,0.04228268648482524,273
14,3.342562440318225,1.2699738962062987,29.181993446493493,1.8595485311437743,0.03701184558641101,273
15,3.289214228586982,1.19626737268168,32.736439917499474,1.8595485311437743,0.039651217587064275,273
16,3.560501367893047,1.287273129554236,26.316071883706833,1.8595485311437743,0.044931655706197775,273
17,3.559797696211025,1.280651710773626,31.19544645488684,1.8595485311437743,0.03996307791811488,273
18,3.4280340471954336,1.4427601060348898,22.955037199290384,1.8595485311437743,0.0371872706588038,273
19,3.3682620284822784,1.1594978761974533,37.79741156475703,1.8595485311437743,0.040558619759693854,273
20,3.5365117287790064,1.2785430512119595,28.962805434613927,1.8595485311437743,0.040308226822940905,273
21,3.332790714791029,1.4022398468372812,31.977204561043873,1.8595485311437743,0.039099865536343426,273
22,3.5135267984961476,1.0726311282328578,36.28981768851744,1.8595485311437743,0.04039666350896964,273
23,3.2628436550732562,1.1652458073811514,27.31621867440059,1.8595485311437743,0.03868277875940458,273
24,3.347802423330872,1.2985765570525496,32.010072078953286,1.8595485311437743,0.04005312304809189,273
25,3.4731598684908738,1.2279551921567173,24.54830914361352,1.8595485311437743,0.04047711738869832,273
26,3.262587635679615,1.0757851590150491,28.607646260587487,1.8595485311437743,0.042187209665894634,273
27,3.3908696900462476,1.164171686759406,31.678808252959758,1.8595485311437743,0.041055668985784374,273
28,3.2683096041371904,1.1673535141438542,28.16974474777183,1.8595485311437743,0.042343735405358095,273
29,3.3848814893106236,1.0155416809166817,30.32877404510517,1.8595485311437743,0.03787091452203925,273
30,3.290066896379782,1.180922959366627,22.986785584177188,1.8595485311437743,0.03773738272758139,273
31,3.326634450154117,1.0853117489285862,30.73461430973635,1.8595485311437743,0.04078261665535357,273
32,3.4642646006163558,1.2648583407548133,24.691280712122158,1.8595485311437743,0.04088366288266217,273
33,3.511000814830886,1.2082710337534057,28.689099141692644,1.8595485311437743,0.03914334168595194,273
34,3.372547851934209,1.163293270720003,27.233204191640482,1.8595485311437743,0.03932700965047059,273
35,3.273228674549473,1.2686296635753154,31.53910127982702,1.8595485311437743,0.041080682133644665,273
36,3.4189273972072085,1.2020019541750557,27.375000911607003,1.8595485311437743,0.04167491315198684,273
37,3.413327561342574,1.2194995413877927,30.889508313357474,1.8595485311437743,0.040997682597854544,273
38,3.2668299700640415,1.1540038609799663,30.5870961603375,1.8595485311437743,0.03730434886088226,273
39,3.435418649806731,1.0011835226326073,29.847060341814597,1.8595485311437743,0.039016545376923506,273
40,3.53636404028398,1.3523554699545373,31.82564130006077,1.8595485311437743,0.04266085764684376,273
41,3.45038566466474,1.063447332842539,28.397349606284116,1.8595485311437743,0.04059688083363256,273
42,3.452180976946568,1.179478808658819,26.715996781543666,1.8595485311437743,0.04095688025440341,273
43,3.2676013871450587,1.2229273124985027,31.317432261532513,1.8595485311437743,0.04090411690168673,273
44,3.5441877045379035,1.1202859150413034,33.81004806843057,1.8595485311437743,0.036952116477386096,273
45,3.306123124615454,1.2191342092445747,33.14047920445693,1.8595485311437743,0.03867070963351088,273
46,3.5195108129274963,1.1901190275859268,30.00972279290039,1.8595485311437743,0.04502856648194741,273
47,3.4187604546410686,1.1679358032508214,29.372175200350046,1.8595485311437743,0.04173572308788574,273
48,3.541101684815745,1.145811452843957,33.77423721871571,1.8595485311437743,0.04241087044605446,273
49,3.3444594632085693,1.1675573448422418,33.682404543432625,1.8595485311437743,0.042297348650457235,273
50,3.447265088692261,1.2160479128985497,36.75288435512723,1.8595485311437743,0.040467369365817636,273
51,3.3701175762910283,1.2207734961301728,22.599537442522532,1.8595485311437743,0.04415707853720168,273
52,3.2931389763266243,1.3465663273904838,24.07093047083164,1.8595485311437743,0.04055591754058097,273
53,3.3755080037777803,1.4208661626781827,28.248110884566984,1.8595485311437743,0.03994986173637496,273
54,3.366198151244424,1.1707904041104975,29.341197784426047,1.8595485311437743,0.03910757557777373,273
55,3.483303286974157,1.3380126847354867,30.55859785843546,1.8595485311437743,0.03795717059239467,273
56,3.5355721397839783,1.295978528160667,32.416385665005436,1.8595485311437743,0.041282718447898034,273
57,3.5401747220288855,1.159305828412392,30.871074495149525,1.8595485311437743,0.04020615356021327,273
58,3.4093043213226024,1.225855611320387,32.33527388126846,1.8595485311437743,0.0401555902371881,273
59,3.369578497858315,1.218454713045294,31.946403329129865,1.8595485311437743,0.03932202651595179,273
