cycle,voltage,current,temperature,capacity,impedance,onset_cycle
0,3.545480049687884,1.1091573457708301,30.49029716318653,2.1930129796307893,0.0383790877572139,314
1,3.4828448629382702,1.102178239413104,29.570858872476364,2.1930129796307893,0.03818801969936356,314
2,3.443073541596061,1.3585998756645519,26.15939665007037,2.1930129796307893,0.040826520885278876,314
3,3.5098091401204323,1.3108744827541536,31.470578341976033,2.1930129796307893,0.0413237496977157,314
4,3.3731859826950408,1.1131019152988084,31.146939846520254,2.1930129796307893,0.04351700165151417,314
5,3.3011622594135677,0.9510402191297253,25.856123537643036,2.1930129796307893,0.038452035230192666,314
6,3.504622565603885,1.3152476701694753,30.777831512400404,2.1930129796307893,0.03795842219514382,314
7,3.410581555869165,1.1189791981442012,25.685812100191633,2.1930129796307893,0.04108322569410885,314
8,3.380766412948181,1.1247176633990403,28.369722639560877,2.1930129796307893,0.039276836056131074,314
9,3.291642270337286,1.502435888876816,26.277409167762723,2.1930129796307893,0.039262566799038404,314
10,3.3165546294219963,1.1230736430675778,24.903087087351015,2.1930129796307893,0.03992956742007066,314
11,3.4756410760394245,1.3692927106393087,24.163058956276334,2.1930129796307893,0.039232472210695514,314
12,3.5272492573046663,1.2767457630687635,34.19298914336021,2.1930129796307893,0.03884187693160349,314
13,3.361124272166231,1.006559187358822,32.82838012464059,2.1930129796307893,0.04159773617237392,314
14,3.5414652837027116,1.299928194997085,27.34115900868374,2.1930129796307893,0.04050844205419738,314
15,3.3760739312294232,1.1268064971404288,24.43909918289647,2.1930129796307893,0.03788913226609435,314
16,3.4041150220499716,1.2074114962376452,29.145990827867486,2.1930129796307893,0.041408270124933644,314
17,3.577383613050193,1.2734402375465774,26.192835116761042,2.1930129796307893,0.04674557517805564,314
18,3.5386400249783505,1.0991927205460938,30.535626615396595,2.1930129796307893,0.038824091571359944,314
19,3.2953406161942587,1.177320750984604,29.39743432279274,2.1930129796307893,0.038790339109373566,314
20,3.3375421749276053,1.323682338257087,31.63234928367697,2.1930129796307893,0.0401723342778135,314
21,3.27245958528523,1.1410859595418426,31.878803833808927,2.1930129796307893,0.037911167906144294,314
22,3.540666368288499,1.3298904085725671,31.380187174986894,2.1930129796307893,0.044272749690445194,314
23,3.490921362835436,1.0294713180032826,34.90572472589504,2.1930129796307893,0.04485320717084968,314
24,3.2653046561344072,1.2638518567274315,31.25967241375731,2.1930129796307893,0.039992331334827,314
25,3.505605607049359,1.1669659885645882,29.921857634576554,2.1930129796307893,0.041172652013233994,314
26,3.3515609319611492,1.2106287404076073,32.99003811367342,2.1930129796307893,0.03605934952819806,314
27,3.3160608912767273,1.0603892767288539,26.06258914706926,2.1930129796307893,0.04080776863639043,314
28,3.3011793366845295,1.3658147688706999,31.927130255097794,2.1930129796307893,0.04132376395732617,314
29,3.3930066586702443,1.029593432080394,28.691197068129746,2.1930129796307893,0.04160837825942397,314
30,3.4868671484206564,1.3294924549733826,35.46232012266345,2.1930129796307893,0.03931653120634089,314
31,3.3566874078425495,1.445564672237489,19.942222648140515,2.1930129796307893,0.037981531380049234,314
32,3.518956524184064,1.1184910153405767,26.152049283282892,2.1930129796307893,0.03788523041413791,314
33,3.557092250009756,1.0920052518232135,32.4235085730882,2.1930129796307893,0.03886018967691126,314
34,3.3256285059358084,1.2103498000096278,30.598548113448754,2.1930129796307893,0.04009605237715367,314
35,3.401019282312701,1.261223803119445,28.041764651735512,2.1930129796307893,0.042220829104825525,314
36,3.269299712627622,1.251868766712012,27.32284231946472,2.1930129796307893,0.04197953044014663,314
37,3.298889657220852,1.2496333406242275,35.21491989137282,2.1930129796307893,0.0402323200093315,314
38,3.435710322078419,1.1941038983131702,31.85142369766559,2.1930129796307893,0.034985608121694566,314
