cycle,voltage,current,temperature,capacity,impedance,onset_cycle
0,3.339885505623239,1.1010227652215676,27.48911589584267,1.9986284821844715,0.0400960703552462,159
1,3.515474668080482,1.152662304454775,44.070986783225386,1.9986284821844715,0.041178253271096935,159
2,3.3533813088567728,1.2032339900311206,32.62810523433644,1.9986284821844715,0.03691999987345825,159
3,3.275061992490902,1.0968116194717497,30.367898623023958,1.9986284821844715,0.042039871819907176,159
4,3.4202507049246598,1.2588882104560453,46.67813973491664,1.9986284821844715,0.04328848885643626,159
5,3.5747533602911936,1.1006983836116673,37.244678850098666,1.9986284821844715,0.0380253041543488,159
6,3.5763342428818787,1.3225123049781733,36.906823812773055,1.9986284821844715,0.03966689594609999,159
7,3.4654602328093094,1.3793311885496502,25.564146851005823,1.9986284821844715,0.03745186333011594,159
8,3.371319843237848,1.0931619076687784,42.89479763378037,1.9986284821844715,0.04169708680613203,159
9,3.5621221926297517,1.286225043126748,20.28081135552438,1.9986284821844715,0.04208438091520494,159
10,3.3757120807479377,1.2119953874162048,26.968046012882887,1.9986284821844715,0.04122681258075536,159
11,3.4726093920698995,1.249453761719816,37.07103395329548,1.9986284821844715,0.03801131638150206,159
12,3.565056058761081,1.3784833952515547,38.47615427431498,1.9986284821844715,0.039116181562783,159
13,3.354120053646107,1.1530419407603045,23.211780300614635,1.9986284821844715,0.03960368863124272,159
14,3.5675258313318765,1.1148084252833623,28.98920205695166,1.9986284821844715,0.0446084077889308,159
15,3.354040703899863,1.2463082272541124,35.53483467442933,1.9986284821844715,0.04126050083069787,159
16,3.3288205412516207,1.414486934235771,26.45307682243181,1.9986284821844715,0.039614366348938716,159
17,3.4498835091451148,1.3113547032774595,35.81944712856067,1.9986284821844715,0.03742749683871258,159
18,3.5585289913658054,1.2089657072299949,36.62821592386507,1.9986284821844715,0.039806521477692966,159
19,3.431483674342215,1.2246957334208168,51.090545349075114,1.9986284821844715,0.03988233609277233,159
20,3.3578726435551713,1.1633776750250575,28.888905063738274,1.9986284821844715,0.04079088409948493,159
21,3.5542036530824754,1.3369862735788192,33.35019720593278,1.9986284821844715,0.03994723608354618,159
22,3.290196804454971,1.2866009610530451,44.33350110789746,1.9986284821844715,0.038042423872907884,159
23,3.527689452574804,1.032900721644517,37.395570402015615,1.9986284821844715,0.03856468620195573,159
24,3.4285447380508653,1.0671093137281455,22.058203626559937,1.9986284821844715,0.04053680024824888,159
25,3.5273850217683447,1.1204183423236687,39.647874307927886,1.9986284821844715,0.040535450986242116,159
26,3.4390215576243217,1.188197496454567,33.18466092490057,1.9986284821844715,0.03975718683658868,159
27,3.4222407526244365,1.2929972224447355,29.290407695994695,1.9986284821844715,0.04189820485921415,159
28,3.4654918385840263,1.2143326010373046,23.21236799983596,1.9986284821844715,0.042346967996812195,159
29,3.4390174951243173,1.173052260207397,40.53394595623226,1.9986284821844715,0.04095971456985721,159
30,3.4168014590439437,1.252350582519384,36.758762994953074,1.9986284821844715,0.03757001687099432,159
31,3.385752727464801,1.4427406226744188,28.29706216380891,1.9986284821844715,0.0379970578638805,159
32,3.3879484904696913,1.2123751818248178,8.18237780744547,1.9986284821844715,0.042897438575900414,159
33,3.4631916085169707,1.1146516074180637,28.591820787094502,1.9986284821844715,0.03633692293080268,159
34,3.3672775460296323,1.283023797841792,30.018852688076766,1.9986284821844715,0.038040847187580225,159
35,3.484034093767909,1.3403738756812087,25.08279784019924,1.9986284821844715,0.036469531289727505,159
36,3.3516529117807368,1.2473661276636803,40.20029272448892,1.9986284821844715,0.0427930769608363,159
37,3.4283917427414026,1.1305430348002081,28.527247851646564,1.9986284821844715,0.035825341880503625,159
38,3.317879821393677,1.1949639518825075,24.615983808985888,1.9986284821844715,0.03873054881210036,159
39,3.3235250089988404,1.3525178115205188,40.18710254505712,1.9986284821844715,0.04200746523701256,159
40,3.5287801608818268,1.1986835569399918,29.0128339921356,1.9986284821844715,0.036996364901524234,159
41,3.3736002245356476,1.3508747166653783,31.69809366109407,1.9986284821844715,0.039007787387534645,159
42,3.440322772203535,1.3542285062476815,52.17507586928518,1.9986284821844715,0.042717175179168745,159
43,3.4780297391665607,1.334269182959724,35.802320999536214,1.9986284821844715,0.03197859731429503,159
