cycle,voltage,current,temperature,capacity,impedance,energy,onset_cycle
0,3.286243556688046,0.968517011624939,25.038774802558176,1.9341958553285115,0.048541449239268855,3.182782788995217,347
1,3.3429416070658284,1.1978068008109721,25.488343181422483,1.9341958553285115,0.048211004556525126,4.00419819165741,347
2,3.2153705060493176,1.0000462757637048,24.239662074378234,1.9341958553285115,0.04911616030197098,3.215519299775079,347
3,3.3721525975166355,1.0351974470792518,23.77712261979956,1.9341958553285115,0.04840895474338574,3.490843760110889,347
4,3.437104665450295,1.078026280501677,24.46784620804562,1.9341958553285115,0.05169911052035782,3.705289158190342,347
5,3.2493864046609695,0.9559717391623977,25.736259576314943,1.9341958553285115,0.05239796630513906,3.1063215724743976,347
6,3.141354737616422,0.9540321341397872,27.0821389798694,1.9341958553285115,0.055338416565539957,2.996953364418326,347
7,3.1967595159499838,0.8364045547364174,24.388505463807395,1.9341958553285115,0.05280675781195575,2.673784219537551,347
8,3.2768497062635644,1.1044979865236257,27.559365511633256,1.9341958553285115,0.049739561129168164,3.6192739027086414,347
9,3.138457341531131,0.8739473067217818,26.467128753117642,1.9341958553285115,0.05147689640470855,2.7428463408923354,347
10,3.3506534335720337,1.0514689435979343,25.131236507011156,1.9341958553285115,0.053533234779068455,3.5231080261607777,347
11,3.3016710334098596,1.0250062053277331,23.448118920524774,1.9341958553285115,0.04787093003654683,3.3842332971959355,347
12,3.2738049600469585,1.0743102978577157,25.843081946310733,1.9341958553285115,0.050367628906744163,3.517082381756115,347
13,3.4381503899404566,0.9701899579880551,23.13520379386701,1.9341958553285115,0.05095454658246167,3.335658982372947,347
14,3.1281766138263514,1.0710102542469182,25.624729944866132,1.9341958553285115,0.05114908613920554,3.350309230503424,347
15,3.381969081872829,0.8130333061161525,27.17910796864464,1.9341958553285115,0.05166652990082246,2.7496535038176755,347
16,3.447612356461685,1.0660465982221636,24.59641073571127,1.9341958553285115,0.04913801525381642,3.6753154245946766,347
17,3.2962820315231847,1.051370722141659,25.350866760210184,1.9341958553285115,0.050533175821862064,3.4656144198651058,347
18,3.2934171335083393,1.1877596421293768,24.49886254537413,1.9341958553285115,0.055816771186952024,3.911787955878623,347
19,3.416648931715612,1.0231898540335975,26.35112495077246,1.9341958553285115,0.05238558423487902,3.495880521726144,347
20,3.1195546207997817,1.0309240491736218,25.793162303589305,1.9341958553285115,0.0486159835124208,3.2160238812931934,347
21,3.3497075001527405,1.0497125128655553,24.06414542182625,1.9341958553285115,0.0492392013546581,3.516229877349931,347
22,3.3884021926622485,1.0589605502664838,24.96864570826733,1.9341958553285115,0.04919098224587907,3.5881842504657753,347
23,3.2606406393577942,1.1310035499596893,25.05942586534141,1.9341958553285115,0.05019012801487911,3.6877961382564965,347
24,3.2502069457877316,0.875266173321756,23.3593670714372,1.9341958553285115,0.0497149277248062,2.8447961959434203,347
25,3.2592817579611104,1.1811281711439972,24.925841594527903,1.9341958553285115,0.054683843496561364,3.8496295020235984,347
26,3.2398196513844004,0.9721309873688143,27.23138339839109,1.9341958553285115,0.05124748415729099,3.149529076597205,347
27,3.367567752412092,1.0394524630207223,27.866213708149473,1.9341958553285115,0.050783661449758835,3.5004265946339066,347
28,3.133823840567084,1.103516545485459,24.571040797151777,1.9341958553285115,0.04736838618332173,3.4582264587025624,347
29,3.3782545648504083,0.9947143677925513,24.197589548870344,1.9341958553285115,0.0519366347321294,3.3603983537174744,347
30,3.2722200989489347,0.7774989181035675,24.980867866475158,1.9341958553285115,0.04872469407407976,2.5441475867295456,347
31,3.2350378531611037,0.8870147060297489,26.577787459546684,1.9341958553285115,0.048440146739038355,2.869526150316806,347
32,3.445672602179304,0.9732232896434645,24.3333805180813,1.9341958553285115,0.052841859507069835,3.3534088249272984,347
33,3.1681170212671637,1.1399739145761776,26.270696529062178,1.9341958553285115,0.05115844563015502,3.6115707625693476,347
34,3.140722466792847,1.0630918488715753,24.88661551507423,1.9341958553285115,0.049141986400001,3.338876454015302,347
35,3.241311753847243,0.9861132492614479,26.520129115335582,1.9341958553285115,0.049647434059779436,3.1963004654556273,347
36,3.343348872255621,1.1261298324229236,26.155364319773437,1.9341958553285115,0.04711726945266459,3.765044905244593,347
37,3.1194811416582575,1.0962505206459277,24.309744803159937,1.9341958553285115,0.05243778768758543,3.4197328256880177,347
38,3.4371719497081563,1.1296086844865587,24.09127058168415,1.9341958553285115,0.04884609344660944,3.8826592844639305,347
39,3.273062949578759,0.9410395397494725,24.168768966808624,1.9341958553285115,0.05050170442598749,3.0800816516426464,347
40,3.1436609780700557,1.0342685426973826,24.689789963703486,1.9341958553285115,0.04921514457934115,3.251389658523145,347
41,3.3605189132627404,1.133287915342633,24.469094900789337,1.9341958553285115,0.049279595747535786,3.8084354736810213,347
42,3.1270734953571884,0.9411736474075117,24.46291926322577,1.9341958553285115,0.0487314499119939,2.9431191673366817,347
43,3.281127192970412,1.0782416371533639,26.415772712453304,1.9341958553285115,0.05044313828049206,3.5378479562568383,347
44,3.3477639259338847,0.8617004301022222,24.236993223433927,1.9341958553285115,0.04837112626748703,2.8847696148579325,347
45,3.3800286146908536,1.121538815842795,25.897636855862604,1.9341958553285115,0.053743263881587684,3.7908332900351427,347
46,3.311169668737513,0.9325825516814782,25.872463818434742,1.9341958553285115,0.05109997179522016,3.0879390587215445,347
47,3.2744696754840645,0.8272331550858314,25.388004745756426,1.9341958553285115,0.0499211090426361,2.7087498808835613,347
48,3.3937980838519355,1.074736851987999,25.120027642475925,1.9341958553285115,0.04709814129520421,3.647439868921932,347
49,3.404566109078412,0.9565966210839006,26.59816210509141,1.9341958553285115,0.05124989344437079,3.2567964362011717,347
50,3.2335089239317165,0.9633694542461319,25.357803576783247,1.9341958553285115,0.050323026995564846,3.115063727348095,347
51,3.4074688262923623,1.0183260390939701,23.680878251634557,1.9341958553285115,0.051648072457556954,3.469914233214481,347
52,3.3203212205335464,0.9971385630750249,25.88334635433765,1.9341958553285115,0.050571286570402975,3.3108203307903334,347
53,3.3586800596368467,0.8737776659875729,24.8329743930263,1.9341958553285115,0.05064986627745552,2.934739623308486,347
54,3.2313319956734343,1.158207881933805,25.542670645060653,1.9341958553285115,0.050100551417822915,3.7425541865338636,347
55,3.2110061303947957,0.9565026535584168,26.772839478010326,1.9341958553285115,0.04832501459591961,3.0713358843149656,347
56,3.227465353596591,0.9535218378667438,26.706991211620128,1.9341958553285115,0.05048659832043913,3.0774586956126617,347
57,3.2852497269436944,1.0930240018719548,25.76561273980357,1.9341958553285115,0.04905377202812729,3.5908568036927435,347
58,3.2134513513806158,1.007274815736056,26.513473109815624,1.9341958553285115,0.047320835053557934,3.23682861783869,347
59,3.4034874044312575,0.9061413152995692,23.89117529280478,1.9341958553285115,0.04923723027324184,3.0840405532568567,347
60,3.1383610658460865,1.133300976028581,23.849157715461907,1.9341958553285115,0.04744510705544027,3.5567076590534676,347
61,3.270152777098789,0.9992255706006384,24.480494057676633,1.9341958553285115,0.05040892870379301,3.2676202746477996,347
62,3.261035349933318,1.0714478819085647,24.17969524555008,1.9341958553285115,0.05019950521465251,3.4940294185150087,347
63,3.1076353588379657,0.9746986190805831,26.062690932402766,1.9341958553285115,0.04742242413723574,3.0290078928653577,347
64,3.3803398677604286,1.2251833003138144,23.895424289243422,1.9341958553285115,0.050182457254808306,4.141535955365085,347
65,3.1394876186415765,1.187964727489087,24.81403445887814,1.9341958553285115,0.050257236377401156,3.7296005533349033,347
66,3.1895860491404364,0.9289254804175173,23.408963931732806,1.9341958553285115,0.05064478611452675,2.962887753030791,347
67,3.4289784147573648,1.0507378780651848,27.701926590712898,1.9341958553285115,0.05518971642176563,3.602957503453475,347
68,3.3487730754765823,1.065176728474834,26.212500024980933,1.9341958553285115,0.050322888990073436,3.567035148940754,347
69,3.4148159095846022,0.9471788259395884,27.47795230645594,1.9341958553285115,0.05306219647493003,3.234441324040171,347
70,3.3507312604198294,1.0868445888176943,25.29436728252054,1.9341958553285115,0.0485728091309419,3.6417241389695842,347
71,3.1127555114971064,1.0023595609836087,24.833033530925604,1.9341958553285115,0.05383147132728632,3.120100247953548,347
72,3.3951213434700946,1.0211809797971734,24.750613002589198,1.9341958553285115,0.0509150840052447,3.467033340055087,347
73,3.2055182565046425,1.0137963621038586,24.74772512135949,1.9341958553285115,0.049391679341345085,3.24974274710191,347
74,3.2848941515104615,0.986553549403173,27.482546718408877,1.9341958553285115,0.051870867617718204,3.2407239845863702,347
75,3.3499328705824802,1.062406163046052,24.603117743828037,1.9341958553285115,0.0467260334317538,3.5589893274973794,347
76,3.302758261309427,1.163446063387648,24.86554523324173,1.9341958553285115,0.052857023216891896,3.8425810974414856,347
77,3.3657987895571,0.9504906198766206,24.65806982646096,1.9341958553285115,0.049481587377204386,3.1991601778661076,347
78,3.111085333265382,0.8516997649353717,24.263140643652573,1.9341958553285115,0.048825516700672957,2.6497106470360086,347
79,3.361906109353001,0.8900955713066279,25.176354906384166,1.9341958553285115,0.04563605431991526,2.9924177390838023,347
80,3.170631675981206,0.8684002672914074,25.337510438011105,1.9341958553285115,0.05144690519672264,2.7533773949046823,347
81,3.232303989913604,1.041804032243793,24.02215054756223,1.9341958553285115,0.05083180694852889,3.3674273301296926,347
82,3.1690653609048303,0.9304985072201208,26.640426265509173,1.9341958553285115,0.052732461002799005,2.948810587604938,347
83,3.350045366266778,0.9542708171108806,24.385234351641394,1.9341958553285115,0.05029358107504755,3.1968505290259173,347
84,3.2512453284313607,1.051932464575471,23.204605742703983,1.9341958553285115,0.05222254621065165,3.420090511276288,347
85,3.102950902591591,1.0739307720554758,25.509887316281407,1.9341958553285115,0.05062096255306501,3.332354458470423,347
86,3.3878413854871905,1.0956393152396802,23.737766179134375,1.9341958553285115,0.05053923340640506,3.711852215735835,347
87,3.2781606328835946,0.9839577703663311,26.461343440105537,1.9341958553285115,0.05141461021132783,3.2255716272348227,347
88,3.4269202082122514,0.9983136679760926,24.321651453400218,1.9341958553285115,0.04899639739295026,3.4211412829217673,347
89,3.3326800160179024,1.08357095015353,26.67948697945135,1.9341958553285115,0.0501920141398238,3.6111952515142,347
90,3.431435851007297,0.8454368814013881,26.87247564140083,1.9341958553285115,0.05286373741189024,2.9010624246045276,347
91,3.222028296140321,1.1435120591303893,23.239171644368998,1.9341958553285115,0.053124607195614765,3.6844282114957982,347
92,3.44212366270417,1.012588129381264,24.514366892714246,1.9341958553285115,0.0498806743075906,3.4854535607166,347
93,3.1742693376961024,0.936531629215742,24.744675936635097,1.9341958553285115,0.05397207074918326,2.972803634402105,347
94,3.387473965970715,0.9894545137986727,24.103408984449434,1.9341958553285115,0.05136273191728293,3.3517514060052154,347
95,3.1262245425444597,1.0230258924057163,23.659805766271905,1.9341958553285115,0.0494431105584826,3.198208652497198,347
96,3.1549683118153737,1.086320723753633,26.477527851627936,1.9341958553285115,0.047216910562318117,3.4273074599110545,347
97,3.1027537044653193,0.915335586887885,24.123454336933484,1.9341958553285115,0.051629229053797396,2.840060883045322,347
98,3.1834341408960887,0.9461082716502439,23.336813025116086,1.9341958553285115,0.0493303382983137,3.0118733729555776,347
99,3.2947793196210196,1.2187313560086823,25.780136064137196,1.9341958553285115,0.04993564891359599,4.015450867951089,347
100,3.2259030636046306,1.1161737853600096,23.159295563391918,1.9341958553285115,0.05132106969043247,3.6006684337080324,347
101,3.229003015243361,1.1381638502712585,24.572598839098088,1.9341958553285115,0.053038687061397645,3.675134504366887,347
102,3.1973341961594484,1.1247558285247627,25.478029035490884,1.9341958553285115,0.0492044284649459,3.596220272871877,347
103,3.261416618089611,0.9805011903639675,23.726992631538803,1.9341958553285115,0.04775825546383466,3.197822876309689,347
104,3.1876618365123814,1.113594219220884,26.162633950033385,1.9341958553285115,0.048615629682560786,3.5497617939712147,347
105,3.212715254106706,1.080883642955363,24.838083414277175,1.9341958553285115,0.05013067985542763,3.472571367637121,347
106,3.401454475720206,0.9102661888771459,25.88496017497597,1.9341958553285115,0.05176877439072355,3.0962290022529424,347
107,3.1404698374856364,1.029748137953367,24.574769790974706,1.9341958553285115,0.05171456955407692,3.233892967449547,347
108,3.420199858553924,0.9559302174034173,24.310327953915568,1.9341958553285115,0.05319405305472536,3.26947239435059,347
109,3.3303093131427386,0.9512002244215352,24.757270782721093,1.9341958553285115,0.04838064170953305,3.167790966054502,347
110,3.1069237758804737,0.994352172360992,26.570251163134348,1.9341958553285115,0.04805357800844252,3.089376405906765,347
111,3.405309326207721,1.1085309581182499,27.3455400910361,1.9341958553285115,0.04659930035729148,3.774890810070057,347
112,3.1225834760887285,0.9089986203510763,24.839787635222912,1.9341958553285115,0.04828090419203803,2.838424071695722,347
113,3.2603189004143,1.165742855907909,24.70033941455699,1.9341958553285115,0.05017891429478461,3.8006934661394998,347
114,3.3837666498966854,0.9667503907513922,25.00865942262262,1.9341958553285115,0.0515447521297222,3.27125773099915,347
115,3.426240001553268,0.8230002057039519,25.928851355756592,1.9341958553285115,0.05001917376955314,2.8197962260694482,347
116,3.16951436163237,0.9561992281800751,25.30346433354656,1.9341958553285115,0.050576639954060705,3.0306871862985356,347
117,3.321988258013879,1.0154214458068165,24.469729419236312,1.9341958553285115,0.04885569705709005,3.3732181199057205,347
118,3.3157533887619146,0.7408102814570213,22.514284141810787,1.9341958553285115,0.051278949838820635,2.4563442011707863,347
119,3.42329280751288,0.9439246607003747,26.541134209484472,1.9341958553285115,0.05133370580128602,3.2313305018096288,347
120,3.1275627766436735,0.9266610779176573,26.144257340359317,1.9341958553285115,0.04956325406664741,2.898190693859768,347
121,3.324238650497131,1.066556600173659,24.873745848665052,1.9341958553285115,0.05212919122703755,3.5454886732400928,347
